Average Accuracy,18.31%
FirstGroup,Oracle,ExpandedFirstGroup,Accuracy,ElapsedTime
"HP:0000408, HP:0001288, HP:0008366, HP:0011382, HP:0000068, HP:0010881, HP:0002666","HP:0000070, HP:0000408, HP:0002640, HP:0008366, HP:0010881, HP:0011382, HP:0012353, HP:0100650","HP:0012639, HP:0100007, HP:0001197, HP:0011376, HP:0031704, HP:0000598, HP:0000359, HP:0001288, HP:0040064, HP:0000365, HP:0010936, HP:0001760, HP:0000118, HP:0008366, HP:0000119, HP:0000079, HP:0001194, HP:0000759, HP:0000408, HP:0000068, HP:0031703, HP:0000795, HP:0000707, HP:0100634, HP:0012638, HP:0011382, HP:0100022, HP:0010881, HP:0002666, HP:0000364, HP:0011390, HP:0011380, HP:0002814, HP:0000407",50.0%,85.58902549743652
"HP:0001156, HP:0003250, HP:0003228, HP:0012232, HP:0000574, HP:0000958, HP:0002299","HP:0003250, HP:0004732, HP:0007933, HP:0012232, HP:0012605, HP:0100214","HP:0002813, HP:0011025, HP:0031547, HP:0010719, HP:0012243, HP:0000812, HP:0000008, HP:0000951, HP:0001595, HP:0011138, HP:0003228, HP:0011026, HP:0000118, HP:0010931, HP:0033127, HP:0000574, HP:0003111, HP:0011842, HP:0001626, HP:0030956, HP:0011844, HP:0001939, HP:0032180, HP:0000958, HP:0000078, HP:0003250, HP:0011297, HP:0002299, HP:0001574, HP:0010929, HP:0000534, HP:0000924, HP:0000119, HP:0001156, HP:0010930, HP:0011927, HP:0000142, HP:0003115, HP:0011121, HP:0012232",33.33%,70.68547773361206
"HP:0012871, HP:0025265, HP:0012447, HP:0100581, HP:0008208, HP:0012051","HP:0004336, HP:0008208, HP:0009144, HP:0012051, HP:0012871, HP:0100581, HP:0100940","HP:0012639, HP:0001939, HP:0012337, HP:0012447, HP:0011729, HP:0000078, HP:0025265, HP:0011014, HP:0011766, HP:0012243, HP:0011130, HP:0000045, HP:0001387, HP:0100581, HP:0000032, HP:0012871, HP:0001376, HP:0012051, HP:0010935, HP:0001943, HP:0012210, HP:0000077, HP:0034430, HP:0000118, HP:0000119, HP:0008208, HP:0000811, HP:0000079, HP:0000707, HP:0011843, HP:0000828, HP:0011015, HP:0033127, HP:0000818",57.14%,78.6787838935852
"HP:0100248, HP:0007418, HP:0008070, HP:0007787, HP:0002353, HP:0003637, HP:0005584","HP:0000134, HP:0002298, HP:0003637, HP:0006766, HP:0007889, HP:0010850, HP:0100248","HP:0001939, HP:0007418, HP:0011442, HP:0011362, HP:0100248, HP:0005584, HP:0000478, HP:0030178, HP:0007787, HP:0001311, HP:0010935, HP:0001574, HP:0012372, HP:0011138, HP:0000077, HP:0009726, HP:0000118, HP:0001596, HP:0000119, HP:0004328, HP:0000079, HP:0008070, HP:0000518, HP:0012379, HP:0000517, HP:0000707, HP:0034684, HP:0012638, HP:0003637, HP:0000523, HP:0001595, HP:0004305, HP:0002353",28.57%,71.36777448654175
"HP:0000980, HP:0001324, HP:0001649, HP:0000039, HP:0000822, HP:0003355","HP:0001889, HP:0002050, HP:0003244, HP:0010912, HP:0100735","HP:0001939, HP:0001649, HP:0011025, HP:0003110, HP:0011675, HP:0032263, HP:0001324, HP:0000951, HP:0001574, HP:0010936, HP:0003011, HP:0000118, HP:0011804, HP:0000119, HP:0011121, HP:0000079, HP:0030972, HP:0100627, HP:0033354, HP:0025745, HP:0000795, HP:0000039, HP:0000980, HP:0003355, HP:0000822, HP:0033127, HP:0001626, HP:0030956",0.0%,47.147515058517456
"HP:0002153, HP:0001970, HP:0001901, HP:0000028, HP:0001642","HP:0001898, HP:0001969, HP:0003252, HP:0007941, HP:0010882, HP:0012370, HP:0012598","HP:0001939, HP:0032180, HP:0011025, HP:0000078, HP:0031653, HP:0012243, HP:0001969, HP:0031654, HP:0000032, HP:0010935, HP:0012210, HP:0000077, HP:0001626, HP:0010929, HP:0000118, HP:0000028, HP:0000091, HP:0000119, HP:0000079, HP:0000811, HP:0001877, HP:0001642, HP:0011042, HP:0001970, HP:0001871, HP:0010930, HP:0001901, HP:0002153, HP:0003111, HP:0012575, HP:0000035",14.29%,56.00291395187378
"HP:0012378, HP:0000980, HP:0001159, HP:0002797, HP:0002321, HP:0000028, HP:0000479, HP:0003077, HP:0001915, HP:0033509","HP:0001487, HP:0008640, HP:0010375, HP:0010708, HP:0012133, HP:0012184, HP:0012590, HP:0100708","HP:0012639, HP:0002813, HP:0012243, HP:0011450, HP:0031704, HP:0003077, HP:0012378, HP:0000598, HP:0011389, HP:0000478, HP:0025142, HP:0000479, HP:0000951, HP:0001159, HP:0012372, HP:0005561, HP:0001876, HP:0000118, HP:0000028, HP:0001751, HP:0000707, HP:0001871, HP:0033127, HP:0001915, HP:0011842, HP:0000035, HP:0011844, HP:0002011, HP:0001939, HP:0001098, HP:0032180, HP:0000078, HP:0003330, HP:0011297, HP:0000032, HP:0033993, HP:0430071, HP:0033509, HP:0001574, HP:0000924, HP:0004329, HP:0000119, HP:0002383, HP:0000811, HP:0002797, HP:0000980, HP:0012145, HP:0003119, HP:0011121, HP:0002321",0.0%,95.50785803794861
"HP:0009734, HP:0001382, HP:0010830, HP:0002693, HP:0003074, HP:0100769, HP:0003774","HP:0002693, HP:0003074, HP:0003774, HP:0005186, HP:0006201, HP:0009734, HP:0010459, HP:0011811","HP:0005262, HP:0030060, HP:0011729, HP:0011014, HP:0033747, HP:0000929, HP:0011792, HP:0100769, HP:0003774, HP:0012211, HP:0002664, HP:0000077, HP:0000118, HP:0000083, HP:0000707, HP:0011843, HP:0003474, HP:0011015, HP:0012638, HP:0033127, HP:0030063, HP:0001367, HP:0010830, HP:0002693, HP:0011842, HP:0001939, HP:0012337, HP:0012622, HP:0003074, HP:0010935, HP:0001382, HP:0034430, HP:0030061, HP:0000924, HP:0000119, HP:0000079, HP:0000152, HP:0000234, HP:0009733, HP:0009734",50.0%,84.33292174339294
"HP:0000093, HP:0006482, HP:0010010, HP:0000789, HP:0010934","HP:0000144, HP:0000676, HP:0001966, HP:0010022, HP:0011814, HP:0012596","HP:0001939, HP:0000153, HP:0000080, HP:0000078, HP:0000144, HP:0000789, HP:0003110, HP:0031816, HP:0010934, HP:0010010, HP:0020129, HP:0005922, HP:0005916, HP:0001155, HP:0000164, HP:0006482, HP:0040064, HP:0000118, HP:0000119, HP:0002817, HP:0033354, HP:0000152, HP:0000093, HP:0000234, HP:0000271, HP:0000163",16.67%,60.55178260803223
"HP:0007340, HP:0012615, HP:0000066, HP:0003065, HP:0002493","HP:0003065, HP:0007299, HP:0007522, HP:0012615, HP:0012880, HP:0100525","HP:0001939, HP:0000055, HP:0011442, HP:0000078, HP:0003110, HP:0003045, HP:0012243, HP:0007340, HP:0001324, HP:0000058, HP:0002493, HP:0003690, HP:0003011, HP:0012614, HP:0000924, HP:0000118, HP:0011804, HP:0000119, HP:0000811, HP:0002815, HP:0006498, HP:0034669, HP:0000707, HP:0003065, HP:0012638, HP:0000066, HP:0033127, HP:0001367, HP:0011842, HP:0012615, HP:0100491",33.33%,78.02920508384705
"HP:0001015, HP:0000154, HP:0001324, HP:0001288, HP:0009741, HP:0011227","HP:0000215, HP:0002141, HP:0007457, HP:0008655, HP:0009741, HP:0010547, HP:0011227","HP:0000153, HP:0001939, HP:0032180, HP:0001015, HP:0011227, HP:0000163, HP:0031816, HP:0001288, HP:0011337, HP:0010935, HP:0001324, HP:0025015, HP:0012210, HP:0000077, HP:0033353, HP:0009741, HP:0003011, HP:0000118, HP:0011804, HP:0000119, HP:0000079, HP:0002624, HP:0002597, HP:0000707, HP:0000152, HP:0010876, HP:0012638, HP:0033127, HP:0100022, HP:0032436, HP:0001626, HP:0000234, HP:0000271, HP:0000154",28.57%,58.86137270927429
"HP:0000078, HP:0002063, HP:0001156, HP:0002365, HP:0012864, HP:0000072, HP:0010655","HP:0000812, HP:0002509, HP:0005918, HP:0007362, HP:0008676, HP:0009165, HP:0012348, HP:0012863","HP:0012639, HP:0002813, HP:0001276, HP:0002063, HP:0007362, HP:0012243, HP:0012443, HP:0003011, HP:0003808, HP:0000118, HP:0011804, HP:0012863, HP:0011314, HP:0000707, HP:0033127, HP:0011842, HP:0011844, HP:0002011, HP:0000078, HP:0011297, HP:0000069, HP:0005930, HP:0002365, HP:0010935, HP:0012862, HP:0000924, HP:0000119, HP:0000072, HP:0000079, HP:0001156, HP:0025633, HP:0012864, HP:0010655, HP:0011927, HP:0002363",25.0%,65.46328353881836
"HP:0008046, HP:0000121, HP:0004313, HP:0001156, HP:0200114, HP:0000133, HP:0010696","HP:0000524, HP:0000979, HP:0004432, HP:0005977, HP:0008702, HP:0010242, HP:0010696, HP:0012409","HP:0002813, HP:0004313, HP:0010696, HP:0012243, HP:0000812, HP:0000478, HP:0000133, HP:0000479, HP:0012372, HP:0000077, HP:0002715, HP:0000118, HP:0004328, HP:0000517, HP:0200114, HP:0033127, HP:0001948, HP:0011842, HP:0005368, HP:0011844, HP:0001939, HP:0001098, HP:0012337, HP:0000078, HP:0010978, HP:0011297, HP:0010935, HP:0008046, HP:0012210, HP:0004329, HP:0000924, HP:0000119, HP:0000079, HP:0001156, HP:0004360, HP:0000518, HP:0000121, HP:0011927, HP:0010701",12.5%,74.71253037452698
"HP:0005599, HP:0000846, HP:0001953, HP:0031854, HP:0010784, HP:0000012, HP:0000980, HP:0001324","HP:0004527, HP:0008344, HP:0008635, HP:0009244, HP:0010784, HP:0011537, HP:0011734","HP:0001507, HP:0000078, HP:0012243, HP:0011733, HP:0000812, HP:0005599, HP:0000008, HP:0000834, HP:0001324, HP:0000951, HP:0031854, HP:0001595, HP:0001574, HP:0011138, HP:0010784, HP:0010936, HP:0003011, HP:0000118, HP:0000119, HP:0011804, HP:0000079, HP:0000009, HP:0011121, HP:0009887, HP:0000819, HP:0000980, HP:0000014, HP:0000846, HP:0001953, HP:0033127, HP:0030853, HP:0000818, HP:0000130, HP:0031853, HP:0031105, HP:0000012",14.29%,74.87794351577759
"HP:0100257, HP:0001780, HP:0000142, HP:0004313, HP:0000114, HP:0012591, HP:0002353","HP:0000114, HP:0003139, HP:0006008, HP:0009828, HP:0010931, HP:0011294, HP:0100087, HP:0100672","HP:0001939, HP:0002813, HP:0000078, HP:0004313, HP:0003110, HP:0012243, HP:0000114, HP:0000812, HP:0000008, HP:0012591, HP:0010978, HP:0012211, HP:0030178, HP:0040064, HP:0001780, HP:0010935, HP:0100257, HP:0002353, HP:0000077, HP:0001311, HP:0001760, HP:0000924, HP:0000118, HP:0000119, HP:0002715, HP:0000079, HP:0000707, HP:0005368, HP:0012638, HP:0033127, HP:0000124, HP:0000142, HP:0011842, HP:0002814, HP:0011844, HP:0010701",12.5%,86.66943216323853
"HP:0046505, HP:0004054, HP:0002797, HP:0012249","HP:0000794, HP:0000947, HP:0009645, HP:0010785, HP:0012177, HP:0012250, HP:0100918","HP:0011025, HP:0012249, HP:0003330, HP:0011001, HP:0046505, HP:0004054, HP:0009763, HP:0000924, HP:0000118, HP:0002797, HP:0011843, HP:0012513, HP:0033127, HP:0001626, HP:0011842, HP:0003115, HP:0004348, HP:0030956, HP:0011849",0.0%,62.92494010925293
"HP:0100508, HP:0000819, HP:0001252, HP:0000124, HP:0001156, HP:0000138, HP:0025261, HP:0100033, HP:0001324, HP:0001187","HP:0000863, HP:0004053, HP:0009184, HP:0010530, HP:0010547, HP:0011038, HP:0100508, HP:0100879","HP:0002813, HP:0000708, HP:0011729, HP:0012243, HP:0000812, HP:0000008, HP:0012211, HP:0001376, HP:0001155, HP:0040064, HP:0000722, HP:0000077, HP:0003011, HP:0003808, HP:0000137, HP:0000118, HP:0011804, HP:0006094, HP:0001187, HP:0000819, HP:0025261, HP:0011843, HP:0000707, HP:0012638, HP:0001167, HP:0033127, HP:0000124, HP:0000818, HP:0011842, HP:0031065, HP:0000138, HP:0011844, HP:5200241, HP:0001939, HP:0000078, HP:0032245, HP:0011446, HP:0001387, HP:0011297, HP:0010935, HP:0001324, HP:0100033, HP:0034430, HP:0000924, HP:0000119, HP:0000079, HP:0100508, HP:0002817, HP:0001156, HP:0011927, HP:0001252",12.5%,104.64796447753906
"HP:0000140, HP:0000020, HP:0100799, HP:0000508, HP:0033353","HP:0000009, HP:0000140, HP:0000581, HP:0002490, HP:0007110, HP:0012695, HP:0100799, HP:3000039","HP:0000020, HP:0000080, HP:0000078, HP:0000598, HP:0000478, HP:0100799, HP:0025015, HP:0010936, HP:0030012, HP:0033353, HP:0000118, HP:0000119, HP:0000079, HP:0000009, HP:0012373, HP:0031703, HP:0000508, HP:0002597, HP:0000370, HP:0000014, HP:0001626, HP:0000140",37.5%,64.89366674423218
"HP:0000217, HP:0001954, HP:0000407, HP:0012871, HP:0001947","HP:0000407, HP:0001955, HP:0001994, HP:0100677, HP:0100755","HP:0000153, HP:0001939, HP:0012337, HP:0000078, HP:0012243, HP:0031704, HP:0000598, HP:0000045, HP:0000032, HP:0012211, HP:0012871, HP:0010935, HP:0000365, HP:0000217, HP:0000077, HP:0000118, HP:0000119, HP:0000811, HP:0000079, HP:0000407, HP:0001954, HP:0000152, HP:0001947, HP:0100755, HP:0031815, HP:0000124, HP:0001945, HP:0000364, HP:0000234, HP:0000271, HP:0004370",40.0%,32.60233807563782
"HP:0011109, HP:0000015, HP:0012591, HP:0001552, HP:0001019, HP:0012877","HP:0000246, HP:0001552, HP:0002088, HP:0002879, HP:0007414, HP:0008691, HP:0012591, HP:0012879","HP:0001939, HP:0011122, HP:0000080, HP:0000245, HP:0001019, HP:0000078, HP:0003110, HP:0025487, HP:0002795, HP:0000246, HP:0012591, HP:0001552, HP:0012252, HP:0000951, HP:0012875, HP:0001574, HP:0010936, HP:0000924, HP:0000118, HP:0000119, HP:0012877, HP:0000079, HP:0009121, HP:0001547, HP:0000015, HP:0002086, HP:0002087, HP:0011109, HP:0000014, HP:0100625, HP:0033127, HP:0011123, HP:0000765, HP:0011842, HP:0012874",37.5%,76.30927443504333
"HP:0025300, HP:0000998, HP:0006000, HP:0011443, HP:0040270","HP:0000923, HP:0002275, HP:0004924, HP:0005598, HP:0008697, HP:0009747, HP:0012227, HP:0100118","HP:0011122, HP:0040270, HP:0000998, HP:0001939, HP:0011442, HP:0011443, HP:0025300, HP:0011362, HP:0012337, HP:0011014, HP:0025634, HP:0000069, HP:0010935, HP:0000951, HP:0001574, HP:0011138, HP:0001952, HP:0000118, HP:0000119, HP:0000079, HP:0000707, HP:0012638, HP:0006000, HP:0011123, HP:0001595, HP:0000988",0.0%,92.7974648475647
"HP:0000035, HP:0033839, HP:0000796, HP:0000795, HP:0012545, HP:0003527","HP:0003566, HP:0010480, HP:0012545, HP:0012858","HP:0001939, HP:0003527, HP:0012400, HP:0000078, HP:0003110, HP:0012243, HP:0000032, HP:0025142, HP:0000796, HP:0010936, HP:0000118, HP:0000119, HP:0000811, HP:0000079, HP:0033839, HP:6000531, HP:0033354, HP:0012379, HP:0000795, HP:0012531, HP:0034684, HP:0000035, HP:0012545",25.0%,73.60500979423523
"HP:0000099, HP:0011803, HP:0100543, HP:0005930, HP:0003259, HP:0001622","HP:0000099, HP:0000456, HP:0005267, HP:0006213, HP:0008656, HP:0010238, HP:0012101, HP:0100543","HP:0001939, HP:0000095, HP:0004122, HP:0011844, HP:0032180, HP:0001197, HP:0003259, HP:0001622, HP:0011446, HP:0005930, HP:0430071, HP:0010935, HP:0000366, HP:0012210, HP:0000077, HP:0004364, HP:0000924, HP:0100543, HP:0031263, HP:0000119, HP:0000099, HP:0000079, HP:0000118, HP:0011035, HP:0005105, HP:0011314, HP:0000707, HP:0000152, HP:0012638, HP:0011803, HP:0033127, HP:0002157, HP:0011842, HP:0000234, HP:0000271",25.0%,89.05104613304138
"HP:0011314, HP:0030084, HP:0003394, HP:0006000, HP:0000789, HP:0002721, HP:0002928","HP:0003739, HP:0004431, HP:0005999, HP:0008222, HP:0009808, HP:0010331, HP:0010915, HP:0100498","HP:0001939, HP:0002813, HP:0000080, HP:0000078, HP:0030084, HP:0000789, HP:0011017, HP:0002721, HP:0025634, HP:0011297, HP:0000069, HP:0010978, HP:0003287, HP:0010935, HP:0003011, HP:0000924, HP:0000118, HP:0011804, HP:0011314, HP:0000119, HP:0000079, HP:0002715, HP:0003394, HP:0012103, HP:0006000, HP:0033127, HP:0011842, HP:0002928, HP:0011844, HP:0000144",0.0%,77.69815921783447
"HP:0012872, HP:0001973, HP:0009466, HP:0005918","HP:0003200, HP:0005575, HP:0009463, HP:0010110, HP:0012237, HP:0012872","HP:0000078, HP:0012243, HP:0000812, HP:0001873, HP:0012872, HP:0001872, HP:0001155, HP:0040064, HP:0004097, HP:0005918, HP:0009466, HP:0000118, HP:0000022, HP:0000119, HP:0002817, HP:0011873, HP:0001973, HP:0001871, HP:0001167, HP:0011875",16.67%,88.21872854232788
"HP:0002656, HP:0000520, HP:0001831, HP:0011109, HP:0001004, HP:0200114, HP:0000787, HP:0000097, HP:0000520, HP:0200114, HP:0001324","HP:0000520, HP:0001948, HP:0006026, HP:0010331, HP:0010474, HP:0011109, HP:0012578, HP:0100676","HP:0000095, HP:0100886, HP:0002795, HP:0001991, HP:0000478, HP:0012252, HP:0040064, HP:0012372, HP:0001831, HP:0001760, HP:0000077, HP:0003011, HP:0000118, HP:0031263, HP:0011804, HP:0011035, HP:0002086, HP:0000096, HP:0001004, HP:0200114, HP:0033127, HP:0001948, HP:0011842, HP:0002814, HP:0011032, HP:0001939, HP:0002652, HP:0012337, HP:0000245, HP:0000246, HP:0000520, HP:0000097, HP:0001324, HP:0001780, HP:0010935, HP:0012210, HP:0000787, HP:0000924, HP:0000119, HP:0000079, HP:0004360, HP:0002087, HP:0011109, HP:0002656, HP:0000969",37.5%,86.44517350196838
"HP:0002148, HP:0012862, HP:0004054, HP:0010696, HP:0005549","HP:0000117, HP:0005541, HP:0008677, HP:0009762, HP:0010178, HP:0010925, HP:0012862","HP:0001939, HP:0100529, HP:0032180, HP:0005549, HP:0000078, HP:0003330, HP:0010696, HP:0012243, HP:0011001, HP:0000478, HP:0004054, HP:0012372, HP:0012862, HP:0000924, HP:0000118, HP:0000119, HP:0004328, HP:0000518, HP:0000517, HP:0002148, HP:0033127, HP:0003111, HP:0011842, HP:0004348, HP:0011849",14.29%,81.5860984325409
"HP:0003270, HP:0001217, HP:6001034, HP:0000026, HP:0002157, HP:0012443, HP:0031500, HP:0001944, HP:0012378","HP:0000969, HP:0002997, HP:0003138, HP:0004729, HP:0008720, HP:0009758, HP:0100245, HP:0100547","HP:0012639, HP:0002813, HP:0025032, HP:0012378, HP:0001944, HP:0002664, HP:0025142, HP:0012443, HP:0004364, HP:0000118, HP:0000707, HP:6001034, HP:0001438, HP:0000025, HP:0033127, HP:0011842, HP:0011793, HP:0011844, HP:0002011, HP:0012874, HP:0001939, HP:0011032, HP:0032180, HP:0012337, HP:0003270, HP:0000080, HP:0000078, HP:0011458, HP:0001217, HP:0011297, HP:0430071, HP:0031500, HP:0031459, HP:0000924, HP:0000119, HP:0002157, HP:0000026, HP:0025031",0.0%,93.3020601272583
"HP:0009843, HP:0100490, HP:0000561, HP:0003241, HP:0000127, HP:0001272, HP:0001347","HP:0000080, HP:0000127, HP:0007350, HP:0009442, HP:0010239, HP:0012082, HP:0100915, HP:0200102","HP:0012639, HP:0003110, HP:0012243, HP:0002298, HP:0003241, HP:0011282, HP:0001155, HP:0000127, HP:0040064, HP:0002550, HP:0009767, HP:0034681, HP:0011138, HP:0009843, HP:0012443, HP:0000118, HP:0001272, HP:0031826, HP:0001347, HP:0000707, HP:0012638, HP:0001167, HP:0011283, HP:0012785, HP:0002011, HP:0001939, HP:0001317, HP:0011362, HP:0000078, HP:0012591, HP:0001574, HP:0005918, HP:0000119, HP:0000811, HP:0002817, HP:0100490, HP:0000561, HP:0100022, HP:0001595, HP:0001220",12.5%,75.177325963974
"HP:0008222, HP:0100749, HP:0002094, HP:0000316, HP:0002321, HP:0001324, HP:0007418, HP:0002652","HP:0000289, HP:0000868, HP:0004639, HP:0010886, HP:0011361, HP:0012499","HP:0007418, HP:0100886, HP:0000789, HP:0002795, HP:0031704, HP:0000598, HP:0011389, HP:0000478, HP:0025142, HP:0012372, HP:0011138, HP:0003011, HP:0000118, HP:0011804, HP:0002086, HP:0001751, HP:0012531, HP:0033127, HP:0002793, HP:0011842, HP:0002094, HP:0008222, HP:0002652, HP:0000080, HP:0000078, HP:0011362, HP:0000316, HP:0001324, HP:0001574, HP:0000924, HP:0000119, HP:0001596, HP:0100749, HP:0001595, HP:0002321, HP:0000144",0.0%,86.10275101661682
"HP:0400008, HP:0007343, HP:0001765, HP:0002656, HP:0002656, HP:0007902","HP:0003537, HP:0004451, HP:0007585, HP:0007902, HP:0009228, HP:0009507, HP:0100094, HP:0100608","HP:0012639, HP:0002652, HP:0000080, HP:0034398, HP:0000078, HP:0000478, HP:0007902, HP:0040064, HP:0001780, HP:0012443, HP:0030012, HP:0001760, HP:0012372, HP:0000924, HP:0000118, HP:0000119, HP:0004329, HP:0001765, HP:0004327, HP:0000707, HP:0007343, HP:0400008, HP:0100547, HP:0002656, HP:0033127, HP:0011842, HP:0002814, HP:0002011, HP:0000140",12.5%,85.4256341457367
"HP:0012155, HP:0005285, HP:0000457, HP:0100539, HP:0004288, HP:0002186","HP:0000141, HP:0003683, HP:0005285, HP:0008643, HP:0009531, HP:0012155, HP:0100539","HP:0011032, HP:0001939, HP:0012337, HP:0011442, HP:0005285, HP:0000422, HP:0002186, HP:0000478, HP:0100539, HP:0011119, HP:0040064, HP:0000366, HP:0000457, HP:0000118, HP:0005105, HP:0012373, HP:0012155, HP:0010938, HP:0005924, HP:0002817, HP:0000707, HP:0000152, HP:0004288, HP:0003839, HP:0012638, HP:0000282, HP:0000234, HP:0000271, HP:0000969",42.86%,79.99352812767029
"HP:0410030, HP:0040009, HP:0001159, HP:0003355, HP:0000876, HP:0006493","HP:0000178, HP:0000876, HP:0003166, HP:0005588, HP:0005768, HP:0009817, HP:0011739","HP:0002813, HP:0040009, HP:0003110, HP:0000876, HP:0000951, HP:0001159, HP:0000118, HP:0040069, HP:0410030, HP:0033127, HP:0000159, HP:0011842, HP:0011844, HP:0025745, HP:0000271, HP:0000140, HP:0000153, HP:0001939, HP:0000163, HP:0000962, HP:0000080, HP:0000078, HP:0031816, HP:0006493, HP:0011297, HP:0011368, HP:0001574, HP:0030012, HP:0000924, HP:0000119, HP:0001072, HP:0033354, HP:0000152, HP:0003355, HP:0000234, HP:0011121",14.29%,60.453548192977905
"HP:0000093, HP:0006482, HP:0010010, HP:0000789, HP:0010934","HP:0000144, HP:0000676, HP:0001966, HP:0010022, HP:0011814, HP:0012596","HP:0001939, HP:0000153, HP:0000080, HP:0000078, HP:0000144, HP:0000789, HP:0003110, HP:0031816, HP:0010934, HP:0010010, HP:0020129, HP:0005922, HP:0005916, HP:0001155, HP:0000164, HP:0006482, HP:0040064, HP:0000118, HP:0000119, HP:0002817, HP:0033354, HP:0000152, HP:0000093, HP:0000234, HP:0000271, HP:0000163",16.67%,60.3466420173645
"HP:0001156, HP:0001083, HP:0003354, HP:0004411, HP:0000798, HP:0002280","HP:0003354, HP:0004411, HP:0009282, HP:0011427, HP:0011961, HP:0012019, HP:0100568","HP:0004411, HP:0002813, HP:0010900, HP:0000929, HP:0000478, HP:0003112, HP:0003354, HP:0012372, HP:0000118, HP:0004354, HP:0004328, HP:0005105, HP:0000517, HP:0000025, HP:0008669, HP:0033127, HP:0011842, HP:0002693, HP:0000271, HP:0011844, HP:0012874, HP:0001939, HP:0002280, HP:0032180, HP:0000080, HP:0000078, HP:0000932, HP:0011297, HP:0430071, HP:0001083, HP:0005445, HP:0000366, HP:0000924, HP:0000119, HP:0000798, HP:0010899, HP:0001156, HP:0000152, HP:0000419, HP:0011927, HP:0000234, HP:0033107",28.57%,68.07291078567505
"HP:0001067, HP:0002650, HP:0012780, HP:0002656, HP:0001939, HP:0012876","HP:0001939, HP:0002943, HP:0007414, HP:0007524, HP:0009671, HP:0011850, HP:0012780, HP:0012876","HP:0001939, HP:0002652, HP:0000080, HP:0000078, HP:0001067, HP:0000925, HP:0002650, HP:0002664, HP:0000951, HP:0012875, HP:0001574, HP:0000924, HP:0000118, HP:0009121, HP:0000119, HP:0012780, HP:0010674, HP:0033127, HP:0002656, HP:0011842, HP:0011793, HP:0008069, HP:0012874, HP:0012876",37.5%,75.71106433868408
"HP:0000027, HP:0000370, HP:0001363, HP:0012198, HP:0006695, HP:0006721","HP:0000798, HP:0002645, HP:0004339, HP:0004452, HP:0006705, HP:0006721, HP:0100494, HP:0100896","HP:0000080, HP:0000078, HP:0006721, HP:0000929, HP:0012718, HP:0002488, HP:0000598, HP:0001363, HP:0004390, HP:0006695, HP:0001627, HP:0002242, HP:0000118, HP:0000119, HP:0030680, HP:0001671, HP:0012198, HP:0011024, HP:0031703, HP:0002683, HP:0000370, HP:0000152, HP:0001871, HP:0000025, HP:0008669, HP:0000027, HP:0005266, HP:0001626, HP:0000234, HP:0001881, HP:0025031, HP:0001909, HP:0012874",12.5%,88.77244281768799
"HP:0005930, HP:0002097, HP:0011875, HP:0000366, HP:0003218, HP:0005345","HP:0000868, HP:0003743, HP:0005288, HP:0005345, HP:0006536, HP:0010927, HP:0012525, HP:0100219","HP:0001939, HP:0003218, HP:0003110, HP:0005345, HP:0002795, HP:0001872, HP:0005930, HP:0002088, HP:0012252, HP:0000366, HP:0025015, HP:0033353, HP:0000924, HP:0000118, HP:0011314, HP:0031980, HP:0002097, HP:0002624, HP:0002086, HP:0033354, HP:0002597, HP:0000234, HP:0000271, HP:0000152, HP:0001871, HP:0033127, HP:0001626, HP:0011842, HP:0011875, HP:0011844",12.5%,52.063164710998535
"HP:0010655, HP:0100825, HP:0003401, HP:0000141","HP:0000183, HP:0000869, HP:0003986, HP:0006470, HP:0010024, HP:0012002, HP:0100504","HP:0000153, HP:0000080, HP:0000078, HP:0003401, HP:0033747, HP:0031816, HP:0005930, HP:0000141, HP:0030012, HP:0000924, HP:0000118, HP:0000119, HP:0011314, HP:0000140, HP:0000707, HP:0000152, HP:0000271, HP:0003474, HP:0012638, HP:0010655, HP:0033127, HP:0000159, HP:0011842, HP:0000234, HP:0011844, HP:0100825, HP:0000163",0.0%,62.588430404663086
"HP:0000891, HP:0200023, HP:0001942, HP:0030853, HP:0000998","HP:0000891, HP:0001696, HP:0001995, HP:0009937, HP:0010537, HP:0200023","HP:0001939, HP:0000998, HP:0012337, HP:0001507, HP:0000080, HP:0000078, HP:0011362, HP:0001941, HP:0005815, HP:0200023, HP:0000772, HP:0001942, HP:0001595, HP:0001574, HP:0000924, HP:0009121, HP:0000118, HP:0000119, HP:0011138, HP:0000891, HP:0004360, HP:0033127, HP:0040307, HP:0030853, HP:0000765, HP:0001547, HP:0011842, HP:0100639, HP:0012874",33.33%,63.58333659172058
"HP:0000140, HP:0000020, HP:0100799, HP:0000508, HP:0033353","HP:0000009, HP:0000140, HP:0000581, HP:0002490, HP:0007110, HP:0012695, HP:0100799, HP:3000039","HP:0000020, HP:0000080, HP:0000078, HP:0000598, HP:0000478, HP:0100799, HP:0025015, HP:0010936, HP:0030012, HP:0033353, HP:0000118, HP:0000119, HP:0000079, HP:0000009, HP:0012373, HP:0031703, HP:0000508, HP:0002597, HP:0000370, HP:0000014, HP:0001626, HP:0000140",37.5%,65.09093976020813
